Product,Region,Year,Sales
Levi's 501 Jeans,Africa - Western,2020,32.56
PlayStation 5,Oceania - New Zealand,2019,546.1
Instant Pot Pro,Europe - Northern,2022,552.31
Adidas Ultraboost,Oceania - New Zealand,2020,925.52
Dell XPS 13,Africa - Southern,2020,1337.83
Rolex Submariner,Europe - Northern,2019,24321.98
Apple Watch Series 8,Africa - Southern,2020,1153.12
Levi's 501 Jeans,Europe - Northern,2019,360.81
Nintendo Switch OLED,Africa - Western,2020,361.97
Roomba i7+,Europe - Northern,2021,3568.25
KitchenAid Mixer,Europe - Eastern,2024,1738.82
Dell XPS 13,Oceania - New Zealand,2020,3902.16
PlayStation 5,Middle East - Gulf,2024,4763.41
Breville Coffee Maker,Africa - Western,2023,1235.79
Xbox Series X,Africa - Southern,2024,3252.92
Nespresso Vertuo,North America - West,2021,1002.24
West Elm Sofa,Oceania - New Zealand,2022,8099.89
PlayStation 5,Middle East - Levant,2022,4120.39
Nike Air Force 1,Europe - Northern,2024,560.13
IKEA Billy Bookcase,North America - Central,2024,435.89
iPhone 14 Pro,Latin America - Northern,2024,3973.46
Canon EOS R6,Africa - Eastern,2024,3050.88
iPad Pro,Africa - Western,2022,2346.86
Ninja Air Fryer,Middle East - Levant,2021,558.98
Vitamix Blender,Oceania - Australia,2023,3039.91
Ninja Air Fryer,Latin America - Southern,2024,747.54
Nespresso Vertuo,Asia - Southeastern,2021,646.53
IKEA Billy Bookcase,Africa - Southern,2023,186.6
Samsung QLED TV,Latin America - Northern,2019,894.49
Nespresso Vertuo,Africa - Southern,2022,1006.5
West Elm Sofa,Europe - Western,2024,6653.45
iPad Pro,Latin America - Southern,2023,4635.47
West Elm Sofa,Europe - Northern,2019,4930.67
Apple Watch Series 8,Middle East - Levant,2021,981.46
West Elm Sofa,Asia - Eastern,2024,16357.26
Roomba i7+,North America - East,2024,3454.51
Xbox Series X,Africa - Western,2024,1680.59
Nintendo Switch OLED,Latin America - Northern,2022,242.42
Herman Miller Chair,North America - East,2019,5090.42
IKEA Billy Bookcase,North America - Central,2020,139.6
MacBook Air M2,Europe - Eastern,2023,1333.69
Adidas Ultraboost,Oceania - New Zealand,2021,873.58
GoPro Hero 11,North America - West,2020,2451.36
Nike Air Force 1,Africa - Western,2022,235.3
MacBook Air M2,Asia - Eastern,2024,6746.5
Levi's 501 Jeans,Europe - Southern,2020,358.32
Canon EOS R6,Latin America - Northern,2019,9968.79
Rolex Submariner,Latin America - Northern,2023,3831.26
Roomba i7+,Middle East - Levant,2021,1861.91
Instant Pot Pro,Africa - Southern,2023,108.36
IKEA Billy Bookcase,Europe - Northern,2024,113.94
KitchenAid Mixer,Middle East - Gulf,2022,1760.95
Breville Coffee Maker,Latin America - Northern,2021,931.52
Google Pixel 7,Europe - Northern,2022,2144.01
Ninja Air Fryer,Latin America - Central,2019,439.08
Roomba i7+,North America - East,2021,6300.96
West Elm Sofa,Europe - Western,2019,2707.02
iPhone 14 Pro,Latin America - Central,2020,2989.31
iPhone 14 Pro,Middle East - Gulf,2019,3187.74
Rolex Submariner,Africa - Eastern,2024,25225.08
Rolex Submariner,Middle East - Gulf,2021,53964.22
IKEA Billy Bookcase,Europe - Northern,2022,137.94
Canon EOS R6,Oceania - Australia,2019,9533.68
Lululemon Align Leggings,Europe - Northern,2020,144.49
Ninja Air Fryer,Asia - Eastern,2022,259.6
Ninja Air Fryer,Asia - Southeastern,2022,1010.43
GoPro Hero 11,Europe - Southern,2024,2324.83
GoPro Hero 11,Latin America - Southern,2020,252.71
Vitamix Blender,Asia - Southeastern,2021,338.69
Dyson V11 Vacuum,Latin America - Northern,2021,1012.33
Google Pixel 7,Europe - Western,2020,2442.76
iPad Pro,Latin America - Northern,2024,7698.76
Tempur-Pedic Mattress,Latin America - Central,2022,4770.34
Tempur-Pedic Mattress,Asia - Southeastern,2020,4118.67
PlayStation 5,North America - East,2024,1448.31
Tempur-Pedic Mattress,Latin America - Central,2024,5675.96
Nespresso Vertuo,Latin America - Southern,2020,838.32
Xbox Series X,Middle East - Gulf,2019,1425.8
Microsoft Surface Pro,Europe - Eastern,2019,6661.53
Dyson V11 Vacuum,Oceania - Australia,2020,2670.72
Samsung Galaxy S23,North America - Central,2021,1567.35
Lululemon Align Leggings,Europe - Eastern,2024,351.16
Canon EOS R6,Latin America - Central,2019,9381.21
Samsung Galaxy S23,Latin America - Northern,2023,3652.24
Roomba i7+,Africa - Southern,2023,3734.25
Adidas Ultraboost,Latin America - Central,2022,398.57
AirPods Pro,Africa - Western,2024,1520.91
Ray-Ban Aviators,Latin America - Central,2022,220.62
Samsung Galaxy S23,Africa - Southern,2024,3729.0
Ray-Ban Aviators,Oceania - New Zealand,2020,546.14
Sony WH-1000XM5,Middle East - Levant,2024,2293.22
Google Pixel 7,Oceania - Australia,2023,4707.61
Nespresso Vertuo,Latin America - Central,2022,118.84
Ninja Air Fryer,Europe - Southern,2019,817.82
Herman Miller Chair,North America - East,2019,5090.42
Lululemon Align Leggings,Latin America - Southern,2020,206.52
Nike Air Force 1,Europe - Southern,2024,54.92
Samsung Galaxy S23,Africa - Eastern,2021,3945.01
Apple Watch Series 8,North America - West,2019,1505.09
Samsung QLED TV,Europe - Eastern,2020,3420.78
GoPro Hero 11,North America - East,2022,4445.16
Google Pixel 7,Latin America - Northern,2021,381.41
MacBook Air M2,Europe - Eastern,2021,4788.36
Breville Coffee Maker,Latin America - Central,2021,155.71
Tempur-Pedic Mattress,North America - Central,2023,1939.18
Samsung QLED TV,Europe - Northern,2023,5877.06
Xbox Series X,Europe - Eastern,2023,4478.37
Lululemon Align Leggings,Asia - Eastern,2022,336.92
Ray-Ban Aviators,Africa - Western,2021,64.72
Nike Air Force 1,Europe - Eastern,2023,123.63
Herman Miller Chair,Europe - Eastern,2024,3155.16
Roomba i7+,North America - West,2020,7971.31
Nintendo Switch OLED,North America - East,2024,3157.79
Canon EOS R6,Latin America - Northern,2023,7376.91
PlayStation 5,Asia - Eastern,2021,3013.48
Breville Coffee Maker,Middle East - Levant,2020,950.26
Instant Pot Pro,Europe - Southern,2023,295.21
Rolex Submariner,Middle East - Levant,2021,23683.31
GoPro Hero 11,Europe - Eastern,2021,1661.13
GoPro Hero 11,Latin America - Northern,2020,1433.47
LG OLED TV,Africa - Western,2023,6230.47
Nike Air Force 1,Oceania - New Zealand,2020,284.99
GoPro Hero 11,Africa - Eastern,2021,929.66
LG OLED TV,Latin America - Northern,2023,8541.4
LG OLED TV,Africa - Western,2019,2436.34
Dell XPS 13,Middle East - Levant,2019,5710.14
Apple Watch Series 8,Asia - Southeastern,2022,977.83
iPad Pro,Africa - Western,2020,1763.75
Herman Miller Chair,Africa - Western,2020,3166.88
Roomba i7+,Asia - Southern,2021,3662.94
Rolex Submariner,Latin America - Northern,2024,16332.66
IKEA Billy Bookcase,Africa - Western,2021,134.56
Samsung Galaxy S23,Latin America - Southern,2019,1004.62
Nike Air Force 1,Latin America - Central,2020,154.35
GoPro Hero 11,Middle East - Gulf,2022,926.87
Roomba i7+,Europe - Western,2019,2455.97
Breville Coffee Maker,Middle East - Gulf,2024,2172.17
Nike Air Force 1,Latin America - Central,2019,191.95
Xbox Series X,Europe - Eastern,2023,4478.37
Tempur-Pedic Mattress,North America - Central,2019,5469.67
Tempur-Pedic Mattress,Europe - Western,2024,6357.09
Ninja Air Fryer,Oceania - Australia,2023,641.99
Nespresso Vertuo,Europe - Northern,2022,944.77
Rolex Submariner,North America - East,2022,43688.68
LG OLED TV,Africa - Eastern,2019,2669.18
IKEA Billy Bookcase,Europe - Western,2022,81.12
Rolex Submariner,Latin America - Southern,2022,40602.05
Nike Air Force 1,Latin America - Central,2024,254.48
Sony WH-1000XM5,Africa - Southern,2023,2708.31
Google Pixel 7,Latin America - Southern,2020,507.69
Google Pixel 7,Europe - Western,2021,3487.21
PlayStation 5,Europe - Western,2021,3322.62
Canon EOS R6,Asia - Southeastern,2024,10587.68
Ninja Air Fryer,Europe - Northern,2019,264.11
Adidas Ultraboost,North America - East,2020,425.74
Adidas Ultraboost,North America - West,2020,1039.69
iPhone 14 Pro,Europe - Northern,2024,1324.82
Pottery Barn Dining Table,Europe - Western,2021,7422.72
Levi's 501 Jeans,Europe - Western,2022,402.61
Roomba i7+,Oceania - New Zealand,2020,643.73
MacBook Air M2,Latin America - Northern,2021,753.68
Levi's 501 Jeans,North America - East,2019,267.98
Instant Pot Pro,Europe - Eastern,2022,503.63
Apple Watch Series 8,North America - Central,2020,461.85
Levi's 501 Jeans,Asia - Eastern,2022,57.94
Vitamix Blender,Europe - Northern,2024,5153.17
Adidas Ultraboost,Europe - Western,2019,660.18
Dyson V11 Vacuum,Middle East - Levant,2019,1553.92
Dyson V11 Vacuum,Oceania - Australia,2023,622.86
Nespresso Vertuo,Africa - Southern,2023,904.97
Herman Miller Chair,Europe - Southern,2022,6216.58
Tempur-Pedic Mattress,Africa - Western,2020,914.88
Instant Pot Pro,North America - West,2022,981.51
Nike Air Force 1,Asia - Eastern,2024,169.16
Rolex Submariner,Asia - Eastern,2023,13072.79
Samsung QLED TV,Middle East - Gulf,2021,10489.55
Dyson V11 Vacuum,Middle East - Gulf,2020,4224.79
GoPro Hero 11,Asia - Southeastern,2024,3153.54
West Elm Sofa,Asia - Southern,2023,8055.18
Sony WH-1000XM5,Oceania - New Zealand,2023,3691.35
Pottery Barn Dining Table,Middle East - Gulf,2023,4437.51
Nintendo Switch OLED,Middle East - Levant,2022,1703.1
Google Pixel 7,Africa - Southern,2023,1724.31
MacBook Air M2,Asia - Southeastern,2021,3293.99
KitchenAid Mixer,Oceania - New Zealand,2024,2485.84
iPhone 14 Pro,Asia - Southern,2021,5346.77
Herman Miller Chair,Latin America - Northern,2021,2279.55
KitchenAid Mixer,Oceania - Australia,2021,2523.41
Google Pixel 7,Europe - Western,2019,1339.81
Levi's 501 Jeans,Europe - Western,2022,402.61
iPad Pro,Latin America - Central,2024,5322.61
West Elm Sofa,Africa - Southern,2023,2472.7
KitchenAid Mixer,Africa - Western,2022,1094.56
iPad Pro,Middle East - Gulf,2024,4682.33
Ray-Ban Aviators,Africa - Southern,2023,305.68
Nintendo Switch OLED,Middle East - Levant,2019,227.21
Nike Air Force 1,Asia - Southern,2022,276.76
IKEA Billy Bookcase,Europe - Southern,2020,122.83
iPad Pro,North America - Central,2022,6398.2
Levi's 501 Jeans,Oceania - Australia,2019,268.12
LG OLED TV,Middle East - Gulf,2024,14000.6
Lululemon Align Leggings,Middle East - Levant,2019,68.98
Dell XPS 13,Oceania - New Zealand,2019,8125.81
Roomba i7+,Latin America - Central,2022,367.12
Pottery Barn Dining Table,Asia - Southeastern,2024,9161.38
Canon EOS R6,Asia - Southern,2019,5487.6
MacBook Air M2,Latin America - Southern,2022,3311.75
AirPods Pro,Oceania - Australia,2024,2543.52
iPad Pro,Africa - Southern,2021,3689.68
Instant Pot Pro,Middle East - Gulf,2020,861.25
Google Pixel 7,North America - East,2019,732.19
Google Pixel 7,Latin America - Central,2024,1369.73
Rolex Submariner,North America - East,2019,5220.72
Breville Coffee Maker,Asia - Southeastern,2022,172.4
Ninja Air Fryer,Africa - Eastern,2021,320.99
Breville Coffee Maker,Africa - Western,2021,1084.95
Samsung QLED TV,Latin America - Northern,2023,5560.33
Ninja Air Fryer,Oceania - Australia,2022,291.63
Nespresso Vertuo,Africa - Southern,2022,1006.5
Nike Air Force 1,North America - East,2024,339.92
MacBook Air M2,Europe - Northern,2020,4233.84
Microsoft Surface Pro,Middle East - Gulf,2023,15718.79
Canon EOS R6,Oceania - New Zealand,2019,3971.22
iPad Pro,Latin America - Southern,2023,4635.47
Ninja Air Fryer,Asia - Eastern,2021,777.89
West Elm Sofa,Middle East - Gulf,2022,5323.26
Nike Air Force 1,Asia - Southeastern,2023,420.84
Canon EOS R6,Asia - Southern,2023,9717.69
Xbox Series X,Europe - Southern,2020,2465.27
Herman Miller Chair,Europe - Eastern,2022,5007.36
PlayStation 5,Asia - Eastern,2022,1173.89
Ray-Ban Aviators,Africa - Eastern,2023,374.09
Herman Miller Chair,Asia - Eastern,2023,4435.94
Ray-Ban Aviators,Middle East - Gulf,2019,403.47
KitchenAid Mixer,Africa - Eastern,2023,896.68
Samsung QLED TV,Africa - Southern,2019,3102.83
GoPro Hero 11,Latin America - Central,2024,1127.75
Dell XPS 13,Latin America - Central,2021,581.39
Canon EOS R6,Europe - Western,2023,33924.1
Sony WH-1000XM5,North America - East,2024,5048.84
Rolex Submariner,North America - East,2020,6533.53
Microsoft Surface Pro,Asia - Eastern,2022,5742.63
Microsoft Surface Pro,North America - West,2019,8533.71
Nintendo Switch OLED,Europe - Eastern,2020,295.26
iPad Pro,North America - East,2024,8971.53
Samsung QLED TV,Middle East - Levant,2024,8125.17
iPhone 14 Pro,Middle East - Gulf,2022,10137.2
West Elm Sofa,Asia - Eastern,2021,13563.21
IKEA Billy Bookcase,Middle East - Levant,2023,61.54
Herman Miller Chair,Africa - Eastern,2020,1611.12
iPhone 14 Pro,Africa - Eastern,2021,3433.66
Adidas Ultraboost,Africa - Southern,2021,229.95
Samsung Galaxy S23,Asia - Eastern,2022,4708.1
Xbox Series X,Europe - Western,2020,936.42
Dell XPS 13,Africa - Southern,2022,6933.14
Pottery Barn Dining Table,Asia - Southern,2022,3148.92
Lululemon Align Leggings,Africa - Southern,2023,91.68
Sony WH-1000XM5,North America - East,2019,3560.34
Ninja Air Fryer,Europe - Southern,2024,1076.19
Nintendo Switch OLED,North America - Central,2020,2718.66
Google Pixel 7,Asia - Eastern,2021,4864.97
IKEA Billy Bookcase,Oceania - New Zealand,2024,69.98
Nintendo Switch OLED,Asia - Eastern,2022,2392.07
Lululemon Align Leggings,North America - East,2022,230.82
Nike Air Force 1,Africa - Eastern,2024,148.41
Dell XPS 13,North America - East,2024,2048.23
Nespresso Vertuo,Europe - Eastern,2019,104.82
Pottery Barn Dining Table,Latin America - Central,2022,679.55
Nespresso Vertuo,Oceania - Australia,2021,1422.4
Adidas Ultraboost,North America - Central,2019,167.83
Apple Watch Series 8,North America - West,2019,1505.09
Instant Pot Pro,Asia - Southeastern,2021,574.79
Xbox Series X,Middle East - Levant,2023,3988.86
Nike Air Force 1,Oceania - New Zealand,2021,136.83
Dell XPS 13,Asia - Southern,2023,6201.98
Adidas Ultraboost,Oceania - Australia,2020,195.67
Google Pixel 7,Europe - Northern,2024,1962.36
AirPods Pro,Europe - Eastern,2022,2226.32
Dyson V11 Vacuum,Latin America - Northern,2019,1107.78
Samsung QLED TV,Asia - Southern,2022,6704.53
Microsoft Surface Pro,North America - West,2020,1738.65
Herman Miller Chair,Latin America - Southern,2022,2875.21
LG OLED TV,North America - West,2024,22534.36
Microsoft Surface Pro,North America - Central,2020,9493.98
Breville Coffee Maker,Europe - Western,2019,492.63
Levi's 501 Jeans,Middle East - Gulf,2021,50.21
Samsung QLED TV,Latin America - Central,2021,2758.55
MacBook Air M2,Latin America - Central,2024,6326.9
iPhone 14 Pro,Middle East - Gulf,2024,12353.8
PlayStation 5,Africa - Eastern,2023,1546.79
Rolex Submariner,Europe - Eastern,2021,21601.94
Instant Pot Pro,Middle East - Gulf,2019,177.91
Lululemon Align Leggings,Latin America - Central,2022,199.03
Roomba i7+,North America - East,2023,8663.02
iPhone 14 Pro,Europe - Northern,2022,7545.63
AirPods Pro,Europe - Northern,2020,485.57
GoPro Hero 11,Europe - Northern,2023,2801.56
MacBook Air M2,Europe - Northern,2021,10056.7
Pottery Barn Dining Table,Africa - Southern,2024,4104.28
Sony WH-1000XM5,Asia - Eastern,2022,1454.92
West Elm Sofa,Oceania - Australia,2021,7311.59
Xbox Series X,Europe - Southern,2023,3751.83
Microsoft Surface Pro,Europe - Western,2024,12837.07
Microsoft Surface Pro,North America - Central,2022,3489.57
Nintendo Switch OLED,Latin America - Southern,2020,925.52
GoPro Hero 11,North America - East,2024,2345.03
Xbox Series X,Oceania - Australia,2023,4155.22
Lululemon Align Leggings,Middle East - Levant,2023,181.96
Samsung QLED TV,North America - West,2023,11172.24
Nintendo Switch OLED,Africa - Western,2020,361.97
Adidas Ultraboost,Middle East - Gulf,2024,1419.81
Google Pixel 7,Oceania - New Zealand,2022,6027.59
LG OLED TV,Asia - Eastern,2019,7487.76
AirPods Pro,Africa - Southern,2022,477.6
Instant Pot Pro,North America - West,2023,1381.54
Dyson V11 Vacuum,Latin America - Northern,2019,1107.78
Apple Watch Series 8,Africa - Southern,2023,1457.22
Ninja Air Fryer,Middle East - Levant,2023,366.55
Instant Pot Pro,Latin America - Northern,2019,57.72
Pottery Barn Dining Table,Europe - Northern,2019,3731.72
Nike Air Force 1,Oceania - New Zealand,2024,230.68
Roomba i7+,Europe - Western,2021,7910.45
Sony WH-1000XM5,North America - East,2022,4309.27
Samsung Galaxy S23,Europe - Western,2019,2746.21
Pottery Barn Dining Table,Oceania - New Zealand,2019,4218.29
LG OLED TV,Latin America - Southern,2019,4958.33
Microsoft Surface Pro,Europe - Eastern,2020,7571.31
Google Pixel 7,Latin America - Central,2019,1284.04
Apple Watch Series 8,Europe - Southern,2019,813.83
KitchenAid Mixer,Africa - Eastern,2020,1297.51
PlayStation 5,Latin America - Central,2023,2100.83
Xbox Series X,Europe - Eastern,2021,1279.59
Levi's 501 Jeans,Middle East - Gulf,2020,114.31
Apple Watch Series 8,Europe - Southern,2022,2148.45
Ray-Ban Aviators,Middle East - Levant,2022,75.82
MacBook Air M2,North America - Central,2024,12445.82
Levi's 501 Jeans,Middle East - Levant,2020,334.3
Dyson V11 Vacuum,Latin America - Northern,2021,1012.33
Sony WH-1000XM5,Middle East - Levant,2022,2171.73
Ray-Ban Aviators,Middle East - Gulf,2020,673.88
Ray-Ban Aviators,Africa - Western,2023,243.08
KitchenAid Mixer,North America - West,2023,868.67
Pottery Barn Dining Table,Europe - Northern,2022,7582.31
IKEA Billy Bookcase,Europe - Western,2019,422.99
Dell XPS 13,North America - West,2020,6193.44
IKEA Billy Bookcase,Africa - Western,2023,323.31
Samsung QLED TV,North America - Central,2024,9348.05
Xbox Series X,Latin America - Northern,2020,569.41
Nespresso Vertuo,Oceania - New Zealand,2023,573.93
iPad Pro,Asia - Southern,2024,2671.5
Levi's 501 Jeans,Asia - Eastern,2023,518.34
Xbox Series X,Oceania - Australia,2024,1535.89
Ninja Air Fryer,Asia - Eastern,2023,324.43
Canon EOS R6,North America - East,2023,31537.73
Instant Pot Pro,Europe - Western,2020,449.58
Xbox Series X,Asia - Southeastern,2022,4479.73
Samsung QLED TV,Latin America - Northern,2024,6553.47
Google Pixel 7,North America - West,2019,3576.65
Herman Miller Chair,Middle East - Gulf,2019,8621.08
Samsung QLED TV,North America - West,2024,2056.76
Pottery Barn Dining Table,North America - West,2023,3223.88
Sony WH-1000XM5,North America - East,2021,3301.01
Vitamix Blender,Europe - Northern,2024,5153.17
Instant Pot Pro,Asia - Southern,2019,561.77
Roomba i7+,Europe - Western,2022,4684.23
Adidas Ultraboost,Europe - Eastern,2019,825.12
AirPods Pro,Africa - Southern,2023,1430.85
Google Pixel 7,Europe - Northern,2024,1962.36
PlayStation 5,Europe - Western,2020,2589.63
PlayStation 5,Europe - Southern,2024,750.62
Vitamix Blender,North America - Central,2023,1829.23
Nintendo Switch OLED,Europe - Eastern,2022,2282.48
Vitamix Blender,Oceania - New Zealand,2020,806.9
LG OLED TV,Africa - Western,2023,6230.47
Pottery Barn Dining Table,Latin America - Northern,2022,2666.53
iPad Pro,Middle East - Levant,2022,768.93
Microsoft Surface Pro,Oceania - Australia,2023,2343.51
Canon EOS R6,Latin America - Central,2021,11464.97
LG OLED TV,Asia - Eastern,2024,7806.62
Lululemon Align Leggings,Africa - Western,2022,312.16
Herman Miller Chair,North America - Central,2019,2893.04
Rolex Submariner,North America - West,2020,32496.54
Sony WH-1000XM5,Middle East - Gulf,2019,2546.42
IKEA Billy Bookcase,Asia - Southern,2024,123.29
Instant Pot Pro,North America - West,2024,329.91
Nespresso Vertuo,Africa - Western,2020,537.09
Vitamix Blender,North America - West,2021,3645.58
Ninja Air Fryer,Europe - Northern,2020,590.09
Roomba i7+,North America - Central,2020,569.65
